Year	Sector	SS	Hex	Name	UWP	Bases	Remarks	Zone	PBG	Allegiance	Stars	{Ix}	(Ex)	[Cx]	Nobility	W	RU
1105	Knae	N	1332	Aorae	B000326-D	 	As Va Lo 		911	Ve	G9 V M4 V	{ 0 }	(820+3)	[]	B	0	0
1201	Knae	N	1332	Aorae	X000000-D	 	As Va Di 		011	Ve	G9 V M4 V	{ -1 }	(800-3)	[0000]	B	0	-24
1447	Knae	N	1332	Aorae	X000000-D	 	As Va Di 		011	Wild	G9 V M4 V	{ -1 }	(800+1)	[0000]	B	0	8
1508	Knae	N	1332	Aorae	X000000-D	 	As Va Di 		011	Wild	G9 V M4 V	{ -1 }	(800+1)	[0000]	B	0	8
1900	Knae	N	1332	Aorae	B000579-D	 	As Va Ni 		511	NaVa	G9 V M4 V	{ 1 }	(844+2)	[368D]	B	0	256

1105	Knae	N	1333	Keadzu	C653456-A	 	Ni Po 		600	Ve	F5 V M4 V	{ 0 }	(733+1)	[]	B	0	0
1201	Knae	N	1333	Keadzu	D653456-3	 	Ni Po 	B	300	Ve	F5 V M4 V	{ -3 }	(730+3)	[9124]	B	0	63
1447	Knae	N	1333	Keadzu	D653000-3	 	Di Po 		000	Wild	F5 V M4 V	{ -3 }	(700+2)	[0000]	B	0	14
1508	Knae	N	1333	Keadzu	D653000-3	 	Di Po 		000	Wild	F5 V M4 V	{ -3 }	(700+2)	[0000]	B	0	14
1900	Knae	N	1333	Keadzu	E653659-7	 	Ni Po 		200	NaVa	F5 V M4 V	{ -3 }	(750+1)	[3368]	B	0	35

1105	Knae	B	1401	Nakhusar	C100363-6	 	Lo Va 		303	Va	M2 V	{ 0 }	(420+1)	[]	B	0	0
1201	Knae	B	1401	Nakhusar	X100000-6	 	Di Va 		003	Va	M2 V	{ -3 }	(400+1)	[0000]	B	0	4
1447	Knae	B	1401	Nakhusar	X100000-6	 	Di Va 		003	Wild	M2 V	{ -3 }	(400+5)	[0000]	B	0	20
1508	Knae	B	1401	Nakhusar	X100000-6	 	Di Va 		003	Wild	M2 V	{ -3 }	(400-1)	[0000]	B	0	-4
1900	Knae	B	1401	Nakhusar	B100574-8	 	Ni Va 		603	NaVa	M2 V	{ -1 }	(745+3)	[6425]	B	0	420

1105	Knae	B	1408	Zezanuen	B7A0144-7	 	He Lo 		723	Va	F3 V	{ 0 }	(400-3)	[]	B	0	0
1201	Knae	B	1408	Zezanuen	X7A0000-7	 	Di He 		023	Va	F3 V	{ -3 }	(400+2)	[0000]	B	0	8
1447	Knae	B	1408	Zezanuen	X7A0000-7	 	Di He 		023	Wild	F3 V	{ -3 }	(400+1)	[0000]	B	0	4
1508	Knae	B	1408	Zezanuen	X7A0000-7	 	Di He 		023	Wild	F3 V	{ -3 }	(400-2)	[0000]	B	0	-8
1900	Knae	B	1408	Zezanuen	E7A0988-4	 	He Hi In 		223	NaVa	F3 V	{ 0 }	(488+1)	[9966]	BE	0	256

1105	Knae	F	1413	Ghoga	D323776-4	 	Na Pi Po 		822	VK	M8 V	{ 0 }	(A6A+3)	[]	BD	0	0
1201	Knae	F	1413	Ghoga	X323000-4	 	Di Na Pi Po 		022	VK	M8 V	{ -3 }	(A00+1)	[0000]	BD	0	10
1447	Knae	F	1413	Ghoga	X323000-4	 	Di Na Pi Po 		022	Wild	M8 V	{ -3 }	(A00+5)	[0000]	BD	0	50
1508	Knae	F	1413	Ghoga	X323000-4	 	Di Po 		022	Wild	M8 V	{ -3 }	(A00+1)	[0000]	B	0	10
1900	Knae	F	1413	Ghoga	D323541-5	 	Ni Po 		322	NaVa	M8 V	{ -3 }	(A41-2)	[5231]	B	0	-80

1105	Knae	F	1415	Knaekhoo	A565566-8	 	Ag Pr Ni 		503	VK	F3 V	{ 0 }	(944+2)	[]	BcC	0	0
1201	Knae	F	1415	Knaekhoo	B565520-4	 	Ag Pr Ni 	B	303	VK	F3 V	{ 0 }	(645-2)	[1566]	BcC	0	-240
1447	Knae	F	1415	Knaekhoo	E565000-4	 	Di 		003	Wild	F3 V	{ -3 }	(600-1)	[0000]	B	0	-6
1508	Knae	F	1415	Knaekhoo	E565000-4	 	Di 		003	Wild	F3 V	{ -3 }	(600+3)	[0000]	B	0	18
1900	Knae	F	1415	Knaekhoo	C565578-4	 	Ag Pr Ni 		903	NaVa	F3 V	{ -1 }	(643-2)	[9462]	BcC	0	-144

1105	Knae	F	1416	Lighzoetsous	C5A3978-9	 	Fl Hi In 		502	VK	F4 V	{ 0 }	(68A+3)	[]	BE	0	0
1201	Knae	F	1416	Lighzoetsous	X5A3000-9	 	Di Fl In 		002	VK	F4 V	{ -1 }	(600-1)	[0000]	BE	0	-6
1447	Knae	F	1416	Lighzoetsous	X5A3000-9	 	Di Fl In 		002	Wild	F4 V	{ -1 }	(600+1)	[0000]	BE	0	6
1508	Knae	F	1416	Lighzoetsous	X5A3000-9	 	Di Fl 		002	Wild	F4 V	{ -2 }	(600+1)	[0000]	B	0	6
1900	Knae	F	1416	Lighzoetsous	B5A3530-A	 	Fl Ni 		702	NaVa	F4 V	{ 1 }	(645+1)	[366C]	B	0	120

1105	Knae	J	1426	Uthaethu	C462973-7	 	Hi Pr 		421	Va	F3 V M5 V	{ 0 }	(885+1)	[]	BcE	0	0
1201	Knae	J	1426	Uthaethu	D46286C-5	 	Ph Ri 		521	Va	F3 V M5 V	{ -1 }	(874-1)	[5755]	BCe	0	-224
1447	Knae	J	1426	Uthaethu	D4628AA-1	 	Ph Ri 		221	Wild	F3 V M5 V	{ -1 }	(875-2)	[7731]	BCe	0	-560
1508	Knae	J	1426	Uthaethu	D462879-2	 	Ph Ri 		121	Wild	F3 V M5 V	{ -1 }	(879+2)	[B754]	BCe	0	1008
1900	Knae	J	1426	Uthaethu	C462640-5	 	Ni Ri 		621	NaVa	F3 V M5 V	{ -1 }	(854+2)	[5523]	BC	0	320

1105	Knae	N	1438	Khongonur	E364875-4	 	Pa Ri Ph 		602	Ve	K9 V	{ 0 }	(777-2)	[]	BcCe	0	0
1201	Knae	N	1438	Khongonur	X364896-4	 	Pa Ri Ph 	B	702	Ve	K9 V	{ -1 }	(775-2)	[C794]	BcCe	0	-490
1447	Knae	N	1438	Khongonur	X364889-0	 	Pa Ri Ph 		302	Wild	K9 V	{ -1 }	(775+1)	[4751]	BcCe	0	245
1508	Knae	N	1438	Khongonur	X3648CD-0	 	Pa Ri Ph 		402	Wild	K9 V	{ -1 }	(775+1)	[8731]	BcCe	0	245
1900	Knae	N	1438	Khongonur	E364343-5	 	Lo 		302	NaVa	K9 V	{ -3 }	(720+3)	[1117]	B	0	42

1105	Knae	N	1439	Fuekhoufo	D43678A-4	 			114	Ve	M6 V	{ 0 }	(667-1)	[]	B	0	0
1201	Knae	N	1439	Fuekhoufo	X436000-4	 	Di 		014	Ve	M6 V	{ -3 }	(600+4)	[0000]	B	0	24
1447	Knae	N	1439	Fuekhoufo	X436000-4	 	Di 		014	Wild	M6 V	{ -3 }	(600+1)	[0000]	B	0	6
1508	Knae	N	1439	Fuekhoufo	X436000-4	 	Di 		014	Wild	M6 V	{ -3 }	(600-3)	[0000]	B	0	-18
1900	Knae	N	1439	Fuekhoufo	A436655-B	 	Ni 		114	NaVa	M6 V	{ 1 }	(B55-1)	[877C]	B	0	-275

1105	Knae	N	1440	Zotuon	E12057A-9	 	De Ni Po 		902	Ve	M6 V M7 V	{ 0 }	(B46+1)	[]	B	0	0
1201	Knae	N	1440	Zotuon	X120000-9	 	De Di Po 		002	Ve	M6 V M7 V	{ -2 }	(B00+2)	[0000]	B	0	22
1447	Knae	N	1440	Zotuon	X120000-9	 	De Di Po 		002	Wild	M6 V M7 V	{ -2 }	(B00+1)	[0000]	B	0	11
1508	Knae	N	1440	Zotuon	X120000-9	 	De Di Po 		002	Wild	M6 V M7 V	{ -2 }	(B00-3)	[0000]	B	0	-33
1900	Knae	N	1440	Zotuon	B120587-D	 	De Ni Po 		902	NaVa	M6 V M7 V	{ 1 }	(B45+1)	[564C]	B	0	220

1105	Knae	B	1501	Dhakegzan	C448563-9	 	Ag Cy Ni 		601	Va	F5 V	{ 0 }	(A41-2)	[]	BC	0	0
1201	Knae	B	1501	Dhakegzan	X44856A-3	 	Ag Ni 		301	Va	F5 V	{ -2 }	(940+5)	[8311]	BC	0	180
1447	Knae	B	1501	Dhakegzan	X448000-3	 	Di 		001	Wild	F5 V	{ -3 }	(900-3)	[0000]	B	0	-27
1508	Knae	B	1501	Dhakegzan	X448000-3	 	Di 		001	Wild	F5 V	{ -3 }	(900-5)	[0000]	B	0	-45
1900	Knae	B	1501	Dhakegzan	D448744-6	 	Ag Pi 		201	NaVa	F5 V	{ -1 }	(969+3)	[2634]	BCD	0	1458

1105	Knae	B	1502	Likholaengo	C766575-3	 	Ag Pr Ga Ni 		612	Va	G9 V M8 V	{ 0 }	(742-3)	[]	BcC	0	0
1201	Knae	B	1502	Likholaengo	D766540-0	 	Ag Pr Ga Ni 	B	412	Va	G9 V M8 V	{ -2 }	(740+1)	[5341]	BcC	0	28
1447	Knae	B	1502	Likholaengo	D766000-0	 	Ba Ga 		012	Wild	G9 V M8 V	{ -3 }	(700-1)	[0000]	B	0	-7
1508	Knae	B	1502	Likholaengo	D766000-0	 	Ba Ga 		012	Wild	G9 V M8 V	{ -3 }	(700-1)	[0000]	B	0	-7
1900	Knae	B	1502	Likholaengo	C766779-2	 	Ag Ri Ga 		212	NaVa	G9 V M8 V	{ 1 }	(768-2)	[8854]	BC	0	-672

1105	Knae	B	1505	Aesakhurrg	E8C357A-8	 	Fl Ni 		614	Va	M4 V M8 V	{ 0 }	(C41+1)	[]	B	0	0
1201	Knae	B	1505	Aesakhurrg	X8C3000-8	 	Di Fl 		014	Va	M4 V M8 V	{ -3 }	(C00+4)	[0000]	B	0	48
1447	Knae	B	1505	Aesakhurrg	X8C3000-8	 	Di Fl 		014	Wild	M4 V M8 V	{ -3 }	(C00+5)	[0000]	B	0	60
1508	Knae	B	1505	Aesakhurrg	X8C3000-8	 	Di Fl 		014	Wild	M4 V M8 V	{ -3 }	(C00-2)	[0000]	B	0	-24
1900	Knae	B	1505	Aesakhurrg	C8C3656-A	 	Fl Ni 		314	NaVa	M4 V M8 V	{ 0 }	(C53+1)	[267C]	B	0	180

1105	Knae	F	1511	Khueug	C447563-6	 	Ag Cy Ni 		620	VK	F8 V	{ 0 }	(641+1)	[]	BC	0	0
1201	Knae	F	1511	Khueug	E447579-5	 	Ag Ni 		420	VK	F8 V	{ -2 }	(641-2)	[5363]	BC	0	-48
1447	Knae	F	1511	Khueug	E447000-5	 	Di 		020	Wild	F8 V	{ -3 }	(600+1)	[0000]	B	0	6
1508	Knae	F	1511	Khueug	E447000-5	 	Di 		020	Wild	F8 V	{ -3 }	(600+1)	[0000]	B	0	6
1900	Knae	F	1511	Khueug	B447375-8	 	Lo 		920	NaVa	F8 V	{ -1 }	(820-1)	[4247]	B	0	-16

1105	Knae	F	1512	Oou	C797344-6	 	Lo 		711	VK	F6 V	{ 0 }	(620+4)	[]	B	0	0
1201	Knae	F	1512	Oou	E797144-5	 	Lo 		111	VK	F6 V	{ -3 }	(600-5)	[1117]	B	0	-30
1447	Knae	F	1512	Oou	E797000-5	 	Di 		011	Wild	F6 V	{ -3 }	(600-1)	[0000]	B	0	-6
1508	Knae	F	1512	Oou	E797000-5	 	Di 		011	Wild	F6 V	{ -3 }	(600-2)	[0000]	B	0	-12
1900	Knae	F	1512	Oou	B797374-8	 	Lo 		711	NaVa	F6 V	{ -1 }	(820+1)	[821D]	B	0	16

1105	Knae	F	1513	Idzoedhe	C87A873-7	 	Ph Pi Wa 		402	VK	M0 V	{ 0 }	(B73+1)	[]	BDe	0	0
1201	Knae	F	1513	Idzoedhe	D87A477-3	 	Ni Wa 	B	302	VK	M0 V	{ -3 }	(B31+1)	[5117]	B	0	33
1447	Knae	F	1513	Idzoedhe	D87A000-3	 	Di Wa 		002	Wild	M0 V	{ -3 }	(B00+4)	[0000]	B	0	44
1508	Knae	F	1513	Idzoedhe	D87A000-3	 	Di Wa 		002	Wild	M0 V	{ -3 }	(B00+1)	[0000]	B	0	11
1900	Knae	F	1513	Idzoedhe	E87A989-7	 	Hi In Wa 		902	NaVa	M0 V	{ 0 }	(B87+1)	[5923]	BE	0	616

1105	Knae	F	1514	Zougaerrghig	C255977-9	 	Hi 		604	VK	G5 V	{ 0 }	(F85+3)	[]	BE	0	0
1201	Knae	F	1514	Zougaerrghig	X255000-9	 	Di 		004	VK	G5 V	{ -2 }	(F00-2)	[0000]	B	0	-30
1447	Knae	F	1514	Zougaerrghig	X255000-9	 	Di 		004	Wild	G5 V	{ -2 }	(F00+2)	[0000]	B	0	30
1508	Knae	F	1514	Zougaerrghig	X255000-9	 	Di 		004	Wild	G5 V	{ -2 }	(F00+3)	[0000]	B	0	45
1900	Knae	F	1514	Zougaerrghig	A255300-D	 	Lo 		304	NaVa	G5 V	{ 1 }	(F21-2)	[748B]	B	0	-60

1105	Knae	F	1515	Luennakkaks	B511442-7	 	Ic Ni 		418	VK	F2 III M4 V F3 V	{ 0 }	(635+1)	[]	B	0	0
1201	Knae	F	1515	Luennakkaks	X511000-7	 	Di Ic 		018	VK	F2 III M4 V F3 V	{ -3 }	(600-1)	[0000]	B	0	-6
1447	Knae	F	1515	Luennakkaks	X511000-7	 	Di Ic 		018	Wild	F2 III M4 V F3 V	{ -3 }	(600-1)	[0000]	B	0	-6
1508	Knae	F	1515	Luennakkaks	X511000-7	 	Di Ic 		018	Wild	F2 III M4 V F3 V	{ -3 }	(600-2)	[0000]	B	0	-12
1900	Knae	F	1515	Luennakkaks	A511423-9	 	Ic Ni 		318	NaVa	F2 III M4 V F3 V	{ 0 }	(F36-1)	[644C]	B	0	-270

1105	Knae	F	1520	Khokhdzagzon	C445788-7	 	Ag Pi 		515	Va	F5 V M5 V	{ 0 }	(565-1)	[]	BCD	0	0
1201	Knae	F	1520	Khokhdzagzon	E445348-6	 	Lo 		815	Va	F5 V M5 V	{ -3 }	(520-2)	[4158]	B	0	-20
1447	Knae	F	1520	Khokhdzagzon	E445000-6	 	Di 		015	Wild	F5 V M5 V	{ -3 }	(500+1)	[0000]	B	0	5
1508	Knae	F	1520	Khokhdzagzon	E445000-6	 	Di 		015	Wild	F5 V M5 V	{ -3 }	(500+3)	[0000]	B	0	15
1900	Knae	F	1520	Khokhdzagzon	B445646-9	 	Ag Ni 		315	NaVa	F5 V M5 V	{ 1 }	(B57+2)	[7739]	BC	0	770

1105	Knae	J	1521	Vugnodhos	C352220-6	 	Lo Po 		120	Va	F4 V	{ 0 }	(810+5)	[]	B	0	0
1201	Knae	J	1521	Vugnodhos	E352223-5	 	Lo Po 		420	Va	F4 V	{ -3 }	(810+4)	[3161]	B	0	32
1447	Knae	J	1521	Vugnodhos	E352000-5	 	Di Po 		020	Wild	F4 V	{ -3 }	(800-1)	[0000]	B	0	-8
1508	Knae	J	1521	Vugnodhos	E352000-5	 	Di Po 		020	Wild	F4 V	{ -3 }	(800+2)	[0000]	B	0	16
1900	Knae	J	1521	Vugnodhos	C352674-5	 	Ni Po 		920	NaVa	F4 V	{ -2 }	(850-3)	[4423]	B	0	-120

1105	Knae	J	1525	Llaeksaezal	E200500-6	 	Ni Va 		701	Va	M8 V	{ 0 }	(542-5)	[]	B	0	0
1201	Knae	J	1525	Llaeksaezal	X200000-6	 	Di Va 		001	Va	M8 V	{ -3 }	(500+1)	[0000]	B	0	5
1447	Knae	J	1525	Llaeksaezal	X200000-6	 	Di Va 		001	Wild	M8 V	{ -3 }	(500-1)	[0000]	B	0	-5
1508	Knae	J	1525	Llaeksaezal	X200000-6	 	Di Va 		001	Wild	M8 V	{ -3 }	(500+2)	[0000]	B	0	10
1900	Knae	J	1525	Llaeksaezal	C200697-6	 	Na Ni Va 		701	NaVa	M8 V	{ -2 }	(554-3)	[64A7]	B	0	-300

1105	Knae	J	1526	Arruedzae	C521343-8	 	He Lo Po 		122	Va	A7 V M0 V	{ 0 }	(D20+5)	[]	B	0	0
1201	Knae	J	1526	Arruedzae	X521000-8	 	Di He Po 		022	Va	A7 V M0 V	{ -3 }	(D00+1)	[0000]	B	0	13
1447	Knae	J	1526	Arruedzae	X521000-8	 	Di He Po 		022	Wild	A7 V M0 V	{ -3 }	(D00+5)	[0000]	B	0	65
1508	Knae	J	1526	Arruedzae	X521000-8	 	Di He Po 		022	Wild	A7 V M0 V	{ -3 }	(D00+3)	[0000]	B	0	39
1900	Knae	J	1526	Arruedzae	A521300-D	 	He Lo Po 		722	NaVa	A7 V M0 V	{ 1 }	(D21-5)	[244H]	B	0	-130

1105	Knae	J	1530	Sazesuerrgh	C504505-8	 	Ic Va Ni 		823	Ve	K6 V	{ 0 }	(C42-3)	[]	B	0	0
1201	Knae	J	1530	Sazesuerrgh	X504000-8	 	Di Ic Va 		023	Ve	K6 V	{ -3 }	(C00+1)	[0000]	B	0	12
1447	Knae	J	1530	Sazesuerrgh	X504000-8	 	Di Ic Va 		023	Wild	K6 V	{ -3 }	(C00-2)	[0000]	B	0	-24
1508	Knae	J	1530	Sazesuerrgh	X504000-8	 	Di Ic Va 		023	Wild	K6 V	{ -3 }	(C00-2)	[0000]	B	0	-24
1900	Knae	J	1530	Sazesuerrgh	E504A87-8	 	Hi Ic Va In 		623	NaVa	K6 V	{ 0 }	(C92-2)	[8A64]	BE	0	-432

1105	Knae	N	1532	Dzaaeza	E69787A-0	 	Pa Pi Ph 		114	Ve	M1 V	{ 0 }	(977-1)	[]	BcDe	0	0
1201	Knae	N	1532	Dzaaeza	X69787A-0	 	Pa Pi Ph 	B	214	Ve	M1 V	{ -2 }	(979+2)	[A681]	BcDe	0	1134
1447	Knae	N	1532	Dzaaeza	X69789D-0	 	Pa Pi Ph 		114	Wild	M1 V	{ -2 }	(975-2)	[9681]	BcDe	0	-630
1508	Knae	N	1532	Dzaaeza	X697878-0	 	Pa Pi Ph 		214	Wild	M1 V	{ -2 }	(972+1)	[8621]	BcDe	0	126
1900	Knae	N	1532	Dzaaeza	C697300-4	 	Lo 		914	NaVa	M1 V	{ -2 }	(920+1)	[4113]	B	0	18

1105	Knae	N	1533	Oerresuz	C427766-9	 	Pi 		222	Ve	F8 V M6 V	{ 0 }	(66A-4)	[]	BD	0	0
1201	Knae	N	1533	Oerresuz	X427000-9	 	Di Pi 		022	Ve	F8 V M6 V	{ -2 }	(600+3)	[0000]	BD	0	18
1447	Knae	N	1533	Oerresuz	X427000-9	 	Di Pi 		022	Wild	F8 V M6 V	{ -2 }	(600-2)	[0000]	BD	0	-12
1508	Knae	N	1533	Oerresuz	X427000-9	 	Di 		022	Wild	F8 V M6 V	{ -2 }	(600-5)	[0000]	B	0	-30
1900	Knae	N	1533	Oerresuz	B427430-C	 	Ni 		222	NaVa	F8 V M6 V	{ 1 }	(634+1)	[1548]	B	0	72

1105	Knae	N	1538	Thaousrror	E8C5630-1	 	Fl Ni 		800	Ve	M1 V M2 V	{ 0 }	(B52-3)	[]	B	0	0
1201	Knae	N	1538	Thaousrror	X8C5000-1	 	Di Fl 		000	Ve	M1 V M2 V	{ -3 }	(B00+3)	[0000]	B	0	33
1447	Knae	N	1538	Thaousrror	X8C5000-1	 	Di Fl 		000	Wild	M1 V M2 V	{ -3 }	(B00-4)	[0000]	B	0	-44
1508	Knae	N	1538	Thaousrror	X8C5000-1	 	Di Fl 		000	Wild	M1 V M2 V	{ -3 }	(B00+2)	[0000]	B	0	22
1900	Knae	N	1538	Thaousrror	C8C5646-3	 	Fl Ni 		600	NaVa	M1 V M2 V	{ -2 }	(B51+2)	[4462]	B	0	110

1105	Knae	B	1601	Agzanrae	C8A2623-9	 	Fl He Ni 		303	Va	F5 II	{ 0 }	(D51+1)	[]	B	0	0
1201	Knae	B	1601	Agzanrae	X8A2000-9	 	Di Fl He 		003	Va	F5 II	{ -2 }	(D00-1)	[0000]	B	0	-13
1447	Knae	B	1601	Agzanrae	X8A2000-9	 	Di Fl He 		003	Wild	F5 II	{ -2 }	(D00+2)	[0000]	B	0	26
1508	Knae	B	1601	Agzanrae	X8A2000-9	 	Di Fl He 		003	Wild	F5 II	{ -2 }	(D00-1)	[0000]	B	0	-13
1900	Knae	B	1601	Agzanrae	C8A247B-A	 	Fl He Ni 		603	NaVa	F5 II	{ 0 }	(D36-4)	[8488]	B	0	-936

1105	Knae	B	1603	Dadhusedz	C7A3575-6	 	Fl Ni 		513	Va	G4 V	{ 0 }	(744+2)	[]	B	0	0
1201	Knae	B	1603	Dadhusedz	X7A3000-6	 	Di Fl 		013	Va	G4 V	{ -3 }	(700+2)	[0000]	B	0	14
1447	Knae	B	1603	Dadhusedz	X7A3000-6	 	Di Fl 		013	Wild	G4 V	{ -3 }	(700+1)	[0000]	B	0	7
1508	Knae	B	1603	Dadhusedz	X7A3000-6	 	Di Fl 		013	Wild	G4 V	{ -3 }	(700-3)	[0000]	B	0	-21
1900	Knae	B	1603	Dadhusedz	C7A3777-5	 	Fl 		413	NaVa	G4 V	{ -1 }	(765+1)	[6658]	B	0	210

1105	Knae	B	1605	Llekho	C34457C-6	 	Ag Ni 		703	Va	M4 V	{ 0 }	(742+3)	[]	BC	0	0
1201	Knae	B	1605	Llekho	E34457A-5	 	Ag Ni 		403	Va	M4 V	{ -2 }	(740+1)	[63A2]	BC	0	28
1447	Knae	B	1605	Llekho	E344000-5	 	Di 		003	Wild	M4 V	{ -3 }	(700+3)	[0000]	B	0	21
1508	Knae	B	1605	Llekho	E344000-5	 	Di 		003	Wild	M4 V	{ -3 }	(700+1)	[0000]	B	0	7
1900	Knae	B	1605	Llekho	C344676-5	 	Ag Ni 		203	NaVa	M4 V	{ -1 }	(750+1)	[4595]	BC	0	35

1105	Knae	B	1606	Igasorr	C310567-8	 	Ni 		500	Va	K9 V	{ 0 }	(842+4)	[]	B	0	0
1201	Knae	B	1606	Igasorr	X310000-8	 	Di 		000	Va	K9 V	{ -3 }	(800+3)	[0000]	B	0	24
1447	Knae	B	1606	Igasorr	X310000-8	 	Di 		000	Wild	K9 V	{ -3 }	(800-2)	[0000]	B	0	-16
1508	Knae	B	1606	Igasorr	X310000-8	 	Di 		000	Wild	K9 V	{ -3 }	(800+2)	[0000]	B	0	16
1900	Knae	B	1606	Igasorr	E310100-7	 	Lo 		200	NaVa	K9 V	{ -3 }	(800-1)	[1158]	B	0	-8

1105	Knae	F	1619	Rrosoezzoedh	C64A97B-8	 	Hi In Wa 		904	Va	M1 V M3 V	{ 0 }	(D87+1)	[]	BE	0	0
1201	Knae	F	1619	Rrosoezzoedh	X64A100-4	 	Lo Wa 		304	Va	M1 V M3 V	{ -3 }	(900+1)	[1114]	B	0	9
1447	Knae	F	1619	Rrosoezzoedh	X64A000-4	 	Di Wa 		004	Wild	M1 V M3 V	{ -3 }	(900+1)	[0000]	B	0	9
1508	Knae	F	1619	Rrosoezzoedh	X64A000-4	 	Di Wa 		004	Wild	M1 V M3 V	{ -3 }	(900+1)	[0000]	B	0	9
1900	Knae	F	1619	Rrosoezzoedh	D64A774-4	 	Pi Wa 		504	NaVa	M1 V M3 V	{ -2 }	(969+1)	[A594]	BD	0	486

1105	Knae	F	1620	Nufue	E673423-4	 	Ni 		501	Va	G9 V M3 V	{ 0 }	(531+1)	[]	B	0	0
1201	Knae	F	1620	Nufue	X673430-2	 	Ni 		301	Va	G9 V M3 V	{ -3 }	(531+2)	[9161]	B	0	30
1447	Knae	F	1620	Nufue	X673000-2	 	Di 		001	Wild	G9 V M3 V	{ -3 }	(500-4)	[0000]	B	0	-20
1508	Knae	F	1620	Nufue	X673000-2	 	Di 		001	Wild	G9 V M3 V	{ -3 }	(500-5)	[0000]	B	0	-25
1900	Knae	F	1620	Nufue	D673887-3	 	Ph Pi 		901	NaVa	G9 V M3 V	{ -2 }	(574+1)	[5655]	BDe	0	140

1105	Knae	J	1621	Kuksezsong	B8A078B-9	 	He 		902	Va	M1 V M3 V	{ 0 }	(B66-3)	[]	B	0	0
1201	Knae	J	1621	Kuksezsong	X8A0000-9	 	Di He 		002	Va	M1 V M3 V	{ -2 }	(B00-1)	[0000]	B	0	-11
1447	Knae	J	1621	Kuksezsong	X8A0000-9	 	Di He 		002	Wild	M1 V M3 V	{ -2 }	(B00+1)	[0000]	B	0	11
1508	Knae	J	1621	Kuksezsong	X8A0000-9	 	Di He 		002	Wild	M1 V M3 V	{ -2 }	(B00+1)	[0000]	B	0	11
1900	Knae	J	1621	Kuksezsong	A8A0899-B	 	He Ph 		502	NaVa	M1 V M3 V	{ 2 }	(B7E-1)	[8A4A]	Be	0	-1078

1105	Knae	J	1624	Kourarrgarr	B548777-5	 	Ag Pi 		403	Va	M6 V	{ 0 }	(664+1)	[]	BCD	0	0
1201	Knae	J	1624	Kourarrgarr	C5487BC-4	 	Ag Pi 	B	503	Va	M6 V	{ 0 }	(669-4)	[7747]	BCD	0	-1296
1447	Knae	J	1624	Kourarrgarr	C548752-2	 	Ag Pi 		203	Wild	M6 V	{ 0 }	(663+1)	[47A2]	BCD	0	108
1508	Knae	J	1624	Kourarrgarr	C548777-2	 	Ag Pi 		303	Wild	M6 V	{ 0 }	(666+3)	[8791]	BCD	0	648
1900	Knae	J	1624	Kourarrgarr	C548500-5	 	Ag Ni 		403	NaVa	M6 V	{ -1 }	(644-2)	[6446]	BC	0	-192

1105	Knae	J	1625	Nuetaoknen	A68A200-D	 	Lo Wa 		401	Va	F5 V M0 V	{ 0 }	(B10-1)	[]	B	0	0
1201	Knae	J	1625	Nuetaoknen	C68A200-A	 	Lo Wa 		901	Va	F5 V M0 V	{ 0 }	(B10-2)	[326B]	B	0	-22
1447	Knae	J	1625	Nuetaoknen	X68A000-A	 	Di Wa 		001	Wild	F5 V M0 V	{ -1 }	(B00+3)	[0000]	B	0	33
1508	Knae	J	1625	Nuetaoknen	X68A000-A	 	Di Wa 		001	Wild	F5 V M0 V	{ -1 }	(B00-3)	[0000]	B	0	-33
1900	Knae	J	1625	Nuetaoknen	D68A000-A	 	Di Wa 		001	NaVa	F5 V M0 V	{ -1 }	(B00-1)	[0000]	B	0	-11

1105	Knae	J	1627	Aenukoun	D582877-2	 	Ph Ri 		725	Va	F9 V M1 V	{ 0 }	(77C-2)	[]	BCe	0	0
1201	Knae	J	1627	Aenukoun	X5828B9-2	 	Ph Ri 	B	825	Va	F9 V M1 V	{ -1 }	(776+2)	[9754]	BCe	0	588
1447	Knae	J	1627	Aenukoun	X5828BA-0	 	Ph Ri 		425	Wild	F9 V M1 V	{ -1 }	(778-4)	[C741]	BCe	0	-1568
1508	Knae	J	1627	Aenukoun	X582886-0	 	Ph Ri 		525	Wild	F9 V M1 V	{ -1 }	(776-3)	[7741]	BCe	0	-882
1900	Knae	J	1627	Aenukoun	B582A52-B	 	Hi 		425	NaVa	F9 V M1 V	{ 3 }	(E9B+2)	[BD6B]	BE	0	2772

1105	Knae	N	1631	Tharralogarr	D686320-4	 	Ga Lo 		307	Ve	F8 V F9 V	{ 0 }	(920-3)	[]	B	0	0
1201	Knae	N	1631	Tharralogarr	E686343-0	 	Ga Lo 		707	Ve	F8 V F9 V	{ -3 }	(920-2)	[3131]	B	0	-36
1447	Knae	N	1631	Tharralogarr	E686000-0	 	Ba Ga 		007	Wild	F8 V F9 V	{ -3 }	(900+2)	[0000]	B	0	18
1508	Knae	N	1631	Tharralogarr	E686000-0	 	Ba Ga 		007	Wild	F8 V F9 V	{ -3 }	(900-4)	[0000]	B	0	-36
1900	Knae	N	1631	Tharralogarr	B686300-9	 	Ga Lo 		407	NaVa	F8 V F9 V	{ 0 }	(G20-3)	[4336]	B	0	-96

