	Sector	Hex	Name	UWP	TC	Remarks	Sophonts 	Details	{Ix}	(Ex)	[Cx]	Nobility	Bases	Zone	PBG	Allegiance	Stars	s	SS	W	RU	Tech-Mod	St	S	A	H	P	G	L	T	P	B	G	St		Ag 	As 	Ba 	De 	Fl 	He 	Hi 	Ic 	In 	Lo 	Na 	Ni 	Oc 	Po 	Ga 	Ri 	Va 	Wa 	Pa 	Pi 	Pr 	Ph 	An 	Cp		Di 	Fo 	Pz 	Da 	B	c	C	D	e	E	f	F	G	Location	Scout ID	Stars	M1000 Names	M0 Names	Rule of Man Names	Ziru Sirka	Res	Lab	Inf	i	Eff	e	Importance	Homogeneity	Acceptance	Strangeness	Symbols	Population	Human?	Alien?	 Human 	 Non-Human 	Human Minor	Important	Noble				x	y
Milieu 0	Alph	1401	Isakigi	D673778-A		Pi 			{ 0 }	(C67+1)	[9728]				502	ImDs	M0 V M4 V M9 V	3	P	12	504	2	4	6	7	3	7	7	8	10	5	0	2	D	1																				Pi 										B			D						Alph 3239	673-	M0 V M4 V M9 V	Nefertiti	Isakigi	Sakigi	Isakigi	C	6	7	7	+1	1	+0	9	7	2	8	 50,000,000.00 	 0.10 	1	 5,000,000 	 45,000,000 	0	0						
Milieu 0	Alph	1402	Uda	D987785-A	Ag Ri 				{ 2 }	(A68+2)	[A928]				800	ImDs	G3 V M8 V 	2	P	13	960	2	4	9	8	7	7	8	5	10	8	0	0	D	1	Ag 															Ri 														B		C							Alph 3239	987-	G3 V M8 V 	Umkarguu	Uda	Igipkipdar	Liigipkipdar	A	6	8	8	+2	2	+2	A	9	2	8	 80,000,000.00 	 0.10 	1	 8,000,000 	 72,000,000 	0	2						
Milieu 0	Alph	1406	Shanshiiniinkad	D84A767-A	Wa 	Pi 			{ 0 }	(D6A+1)	[7728]				003	ImDs	G1 V	1	P	13	780	4	4	8	4	10	7	6	7	10	0	0	3	D	1																		Wa 		Pi 										B			D						Alph 3239	84A-	G1 V	Leng	Shanshiiniinkad	Zinupu	Ziinupulem	D	6	10	A	+1	1	+0	7	7	2	8	 -   	 0.10 	0	 -   	 -   	0	0						
Milieu 0	Alph	1408	Shurkimiishi	E100789-B	Na Va 	Pi 			{ 0 }	(E68-1)	[8728]				613	ImDs	M1 V  	1	P	9	605	2	5	1	0	0	7	8	9	11	6	1	3	E	1											Na 						Va 			Pi 										B			D						Alph 3239	100-	M1 V  	Ninmah	Shurkimiishi	Laowcokea	Shurkimiishi	E	6	8	8	-1	-1	+0	8	7	2	8	 60,000,000.00 	 0.90 	1	 54,000,000 	 6,000,000 	0	0						
Milieu 0	Alph	1409	Imenirni	C3107AC-A	Na 	Pi 			{ 1 }	(D6D-2)	[3828]				003	ImDs	K2 V  	1	P	16	811	7	3	3	1	0	7	10	12	10	0	0	3	C	1											Na 									Pi 										B			D						Alph 3239	310-	K2 V  	Marathon	Imenirni	Mgagip	Imkheggagip	D	6	13	D	-2	-2	+1	3	8	2	8	 -   	 0.10 	0	 -   	 -   	0	1						
Milieu 0	Alph	1505	Giluda	E5457A6-A	Ag 	Pi 			{ 1 }	(A65+1)	[A828]				504	ImDs	K2 V	1	P	15	300	0	5	5	4	5	7	10	6	10	5	0	4	E	1	Ag 																			Pi 										B		C	D						Alph 3239	545-	K2 V	Seward	Giluda	Sisukida	Shisukidash	A	6	5	5	+1	1	+1	A	8	2	8	 50,000,000.00 	 0.10 	1	 5,000,000 	 45,000,000 	0	1						
Milieu 0	Alph	1506	Qaal	F10089A-B	Na Va 	Ph Pi 			{ 0 }	(C7D+4)	[B828]				001	ImDs	M1 V M6 V 	2	P	14	4,368	4	6	1	0	0	8	9	10	11	0	0	1	F	1											Na 						Va 			Pi 		Ph 								B			D	e					Alph 3239	100-	M1 V M6 V 	Qaal	Qaal	Hhilulum	Shilulum	C	7	13	D	+4	4	+0	B	8	2	8	 -   	 0.90 	0	 -   	 -   	0	0						
Milieu 0	Alph	1508	Wulfe	B4348EF-9		Ph 			{ 1 }	(D7G+2)	[7928]				002	ImDs	M0 V  	1	P	10	2,912	10	2	4	3	4	8	14	15	9	0	0	2	B	1																						Ph 								B				e					Alph 3239	434-	M0 V  	Wulfe	Wulfe	Iimigeki	Piimigeki	D	7	16	G	+2	2	+1	7	9	2	8	 -   	 0.10 	0	 -   	 -   	0	1						
Milieu 0	Alph	1602	Endyf	C7A786D-A	Fl 	Ph 			{ 1 }	(E7G+3)	[8928]				803	ImDs	K2 V M2 V	2	P	12	4,704	7	3	7	10	7	8	6	13	10	8	0	3	C	1					Fl 																	Ph 								B				e					Alph 3239	7A7-	K2 V M2 V	Endyf	Endyf	Mguumshu	Imgiguumshu	E	7	16	G	+3	3	+1	8	9	2	8	 800,000,000.00 	 0.10 	1	 80,000,000 	 720,000,000 	0	1						
Milieu 0	Alph	1603	Ychanon	C1008B5-B	Na Va 	Ph Pi 			{ 1 }	(C7G+5)	[B928]				510	ImDs	M1 V M2 V 	2	P	9	6,720	8	3	1	0	0	8	11	5	11	5	1	0	C	1											Na 						Va 			Pi 		Ph 								B			D	e					Alph 3239	100-	M1 V M2 V 	Ychanon	Ychanon	Srmids	Sirmidsham	C	7	16	G	+5	5	+1	B	9	2	8	 500,000,000.00 	 0.90 	1	 450,000,000 	 50,000,000 	0	1						
Milieu 0	Alph	1605	Occam	C87A898-A	Wa 	Ph Pi 			{ 1 }	(F7G+5)	[A928]				013	ImDs	G4 V	1	P	17	8,400	8	3	8	7	10	8	9	8	10	0	1	3	C	121																		Wa 		Pi 		Ph 								B			D	e					Alph 3359	87A-	G4 V	Occam	Occam	Gligiidka	Geligiidkaag	F	7	16	G	+5	5	+1	A	9	2	8	 -   	 0.10 	0	 -   	 -   	0	1						
Milieu 0	Alph	1606	IAMIR	D1009FF-B	Hi In Na Va 				{ 2 }	(G8F+5)	[CB28]				204	ImDs	M2 V M0 V	2	P	11	9,600	8	4	1	0	0	9	15	15	11	2	0	4	D	1							Hi 		In 		Na 						Va 													B					E				Alph 3239	100-	M2 V M0 V	Iamir	Iamir	Sunshekhuk	Shunshekhukri	G	8	15	F	+5	5	+2	C	B	2	8	 2,000,000,000.00 	 0.50 	1	 1,000,000,000 	 1,000,000,000 	0	2						
Milieu 0	Alph	1608	PHOENIX	D565995-A	Hi 	Pr 			{ 1 }	(H8D+5)	[FA28]				714	ImDs	M2 V  	1	P	13	8,840	6	4	5	6	5	9	9	5	10	7	1	4	D	1							Hi 														Pr 									B	c				E				Alph 3239	565-	M2 V  	Phoenix	Phoenix	Serlar	Sherlarkhashin	H	8	13	D	+5	5	+1	F	A	2	8	 7,000,000,000.00 	 0.50 	1	 3,500,000,000 	 3,500,000,000 	0	1						
Milieu 0	Alph	1701	FARO	E10097A-B	Hi In Na Va 				{ 2 }	(D8E+5)	[DB28]				510	ImDs	M0 V  	1	P	8	7,280	6	5	1	0	0	9	7	10	11	5	1	0	E	1							Hi 		In 		Na 						Va 													B					E				Alph 3239	100-	M0 V  	Faro	Faro	Hamukas	Khamukas	D	8	14	E	+5	5	+2	D	B	2	8	 5,000,000,000.00 	 0.50 	1	 2,500,000,000 	 2,500,000,000 	0	2						
Milieu 0	Alph	1703	PATRENT	C8A3915-A	Fl Hi In 				{ 3 }	(E8G+5)	[CC28]				311	ImDs	M1 V M9 V 	2	P	14	8,960	9	3	8	10	3	9	1	5	10	3	1	1	C	1					Fl 		Hi 		In 																					B					E				Alph 3239	8A3-	M1 V M9 V 	Patrent	Patrent	Isimamag	Simamag	E	8	16	G	+5	5	+3	C	C	2	8	 3,000,000,000.00 	 0.50 	1	 1,500,000,000 	 1,500,000,000 	0	3						
Milieu 0	Alph	1710	FAIRDAY	F100964-B	Hi In Na Va 				{ 2 }	(H8E+2)	[AB28]				723	ImDs	M3 V	1	P	10	3,808	6	6	1	0	0	9	6	4	11	7	2	3	F	1							Hi 		In 		Na 						Va 													B					E				Alph 3239	100-	M3 V	Fairday	Fairday	Akaashmadanki	Kaashmadanki	H	8	14	E	+2	2	+2	A	B	2	8	 7,000,000,000.00 	 0.50 	1	 3,500,000,000 	 3,500,000,000 	0	2						
Milieu 0	Anta	0102	Naagesa	E756000-A	Ga 	Di 			{ -1 }	(802-5)	[3028]				514	ImDa	G5 V 	1	P	8	0	1	5	7	5	6	0	0	0	10	5	1	4	E	396															Ga 											Di 				B									Anta 3634	756-	G5 V 	Riry	Naagesa	Iiigkhugikhum	Iigkhugikhum	8	0	2	2	-5	-5	-1	3	0	2	8	 5.00 	 0.10 	0	 1 	 5 	0	-1						
Milieu 0	Anta	0103	Naagesa	F000000-8	As Va 	Di 			{ -3 }	(301-5)	[1028]				123	ImDa	K8 V 	1	P	11	0	3	6	0	0	0	0	0	0	8	1	2	3	F	426		As 															Va 									Di 				B									Anta 3664	000-	K8 V 	Khadiraash	Naagesa	Iiigkhugikhum	Iigkhugikhum	3	0	1	1	-5	-5	-3	1	0	2	8	 1.00 	 0.90 	0	 1 	 0 	0	-3						
Milieu 0	Anta	0108	Uslu	CABA000-5	Fl 	Di 			{ -2 }	(C04-1)	[2028]				815	ImDa	M2 V M2 V 	2	P	12	0	9	3	10	11	10	0	0	0	5	8	1	5	C	454					Fl 																					Di 				B									Anta 3692	ABA-	M2 V M2 V 	Sag	Uslu	Jaglea	Uslu	C	0	4	4	-1	-1	-2	2	0	2	8	 8.00 	 0.10 	0	 1 	 7 	0	-2						
Milieu 0	Anta	0110	Shesii	F798000-7		Di 			{ -3 }	(601-5)	[1028]				403	ImDa	G2 V 	1	D	8	0	2	6	7	9	8	0	0	0	7	4	0	3	F	467																										Di 				B									Anta 3705	798-	G2 V 	Llupi	Shesii	Ibuguurgii	Ibuguurgii	6	0	1	1	-5	-5	-3	1	0	2	8	 4.00 	 0.10 	0	 0 	 4 	0	-3						
Milieu 0	Anta	0112	Adirde	D525000-9		Di 			{ -2 }	(501-5)	[1028]				702	ImDa	M1 V M7 V 	2	P	12	0	4	4	5	2	5	0	0	0	9	7	0	2	D	531																										Di 				B									Anta 3769	525-	M1 V M7 V 	Aomori	Adirde	Imekus	Immekuske	5	0	1	1	-5	-5	-2	1	0	2	8	 7.00 	 0.10 	0	 1 	 6 	0	-2						
Milieu 0	Anta	0113	Alila	BA85000-A		Di 			{ 1 }	(A07+3)	[5028]				703	ImDa	M1 V	1	P	13	0	7	2	10	8	5	0	0	0	10	7	0	3	B	560																										Di 				B									Anta 3798	A85-	M1 V	Yerba Buena	Alila	Hamuraki	Shamuraki	A	0	7	7	+3	3	+1	5	0	2	8	 7.00 	 0.10 	0	 1 	 6 	0	1						
Milieu 0	Anta	0114	Nirkapsheliim	C87A000-5	Wa 	Di 			{ -2 }	(801-5)	[1028]				804	ImDa	K2 V	1	L	14	0	7	3	8	7	10	0	0	0	5	8	0	4	C	685																		Wa 								Di 				B									Anta 3923	87A-	K2 V	Sursir	Nirkapsheliim	Iapsheliim	Nirkapsheliim	8	0	1	1	-5	-5	-2	1	0	2	8	 8.00 	 0.10 	0	 1 	 7 	0	-2						
Milieu 0	Anta	0115	Waswa	C423000-6	Po 	Di 			{ -2 }	(A03-5)	[2028]				311	ImDa	G0 V 	1	P	8	0	6	3	4	2	3	0	0	0	6	3	1	1	C	735														Po 												Di 				B									Anta 3973	423-	G0 V 	Kingfish	Waswa	Ihkibam	Riishkibam	A	0	3	3	-5	-5	-2	2	0	2	8	 3.00 	 0.10 	0	 0 	 3 	0	-2						
Milieu 0	Anta	0118	Kunshusidig	D428000-A		Di 			{ -1 }	(A03-2)	[2028]				304	ImDa	K5 V M9 V	2	P	7	0	6	4	4	2	8	0	0	0	10	3	0	4	D	848																										Di 				B									Anta 4086	428-	K5 V M9 V	Laipanna	Kunshusidig	Hhiirbulug	Shakhiirbulug	A	0	3	3	-2	-2	-1	2	0	2	8	 3.00 	 0.10 	0	 0 	 3 	0	-1						
Milieu 0	Anta	0120	Shigukimi	C8B3000-9	Fl 	Di 			{ -1 }	(705-1)	[3028]				300	ImDa	K6 IV M8 V 	2	P	9	0	6	3	8	11	3	0	0	0	9	3	0	0	C	940					Fl 																					Di 				B									Anta 4178	8B3-	K6 IV M8 V 	Anmi	Shigukimi	Zgupka	Zagupkakha	7	0	5	5	-1	-1	-1	3	0	2	8	 3.00 	 0.10 	0	 0 	 3 	0	-1						
Milieu 0	Anta	0123	Girgushkhi	C515000-6	Ic 	Di 			{ -2 }	(A02-2)	[3028]				704	ImDa	M3 V M5 V 	2	P	15	0	6	3	5	1	5	0	0	0	6	7	0	4	C	941								Ic 																		Di 				B									Anta 4179	515-	M3 V M5 V 	Lyrihnele	Girgushkhi	Ugiizalam	Dugiizalam	A	0	2	2	-2	-2	-2	3	0	2	8	 7.00 	 0.10 	0	 1 	 6 	0	-2						
Milieu 0	Anta	0124	Ukhudirgi	D85A000-7	Wa 	Di 			{ -3 }	(B02-2)	[5028]				404	ImDa	F3 V 	1	L	11	0	5	4	8	5	10	0	0	0	7	4	0	4	D	988																		Wa 								Di 				B									Anta 4226	85A-	F3 V 	Kaze	Ukhudirgi	Emshagaar	Semshagaar	B	0	2	2	-2	-2	-3	5	0	2	8	 4.00 	 0.10 	0	 0 	 4 	0	-3						
Milieu 0	Anta	0125	Dashkhagii	D510000-A		Di 			{ -1 }	(803+1)	[7028]				700	ImDa	K4 V 	1	P	12	0	3	4	5	1	0	0	0	0	10	7	0	0	D	1006																										Di 				B									Anta 4244	510-	K4 V 	Akuu	Dashkhagii	Sigasha	Siigashanshim	8	0	3	3	+1	1	-1	7	0	2	8	 7.00 	 0.10 	0	 1 	 6 	0	-1						
Milieu 0	Anta	0126	Lushkursig	C587000-A		Di 			{ 0 }	(801-3)	[1028]				004	ImDa	G2 V M9 V 	2	P	13	0	6	3	5	8	7	0	0	0	10	0	0	4	C	1012																										Di 				B									Anta 4250	587-	G2 V M9 V 	Fogdonvef	Lushkursig	Eshsasi	Eshsasi	8	0	1	1	-3	-3	+0	1	0	2	8	 -   	 0.10 	0	 -   	 -   	0	0						
Milieu 0	Anta	0127	Gukimdira	D565000-A		Di 			{ -1 }	(D04+2)	[7028]				115	ImDa	M2 V 	1	P	13	0	3	4	5	6	5	0	0	0	10	1	1	5	D	1119																										Di 				B									Anta 4357	565-	M2 V 	Mudir	Gukimdira	Ssimkhigaa	Usimkhigaa	D	0	4	4	+2	2	-1	7	0	2	8	 1.00 	 0.10 	0	 0 	 1 	0	-1						
Milieu 0	Anta	0128	Dagalu	B433000-9	Po 	Di 			{ 0 }	(701+1)	[2028]				012	ImDa	M1 V M4 V 	2	P	10	0	10	2	4	3	3	0	0	0	9	0	1	2	B	1147														Po 												Di 				B									Anta 4385	433-	M1 V M4 V 	Kargigar	Dagalu	Ukapa	Ukapa	7	0	1	1	+1	1	+0	2	0	2	8	 -   	 0.10 	0	 -   	 -   	0	0						
Milieu 0	Anta	0131	Iddesgummid	D566000-A		Di 			{ -1 }	(G02-3)	[2028]				555	ImDa	F8 V 	1	P	15	0	3	4	5	6	6	0	0	0	10	5	5	5	D	1355																										Di 				B									Anta 4593	566-	F8 V 	Luolilali	Iddesgummid	Glanginl	Gilanginlish	G	0	2	2	-3	-3	-1	2	0	2	8	 5.00 	 0.10 	0	 1 	 5 	0	-1						
Milieu 0	Anta	0132	Immiislu	C424000-7		Di 			{ -2 }	(501-3)	[1028]				602	ImDa	K9 V 	1	H	11	0	7	3	4	2	4	0	0	0	7	6	0	2	C	1374																										Di 				B									Anta 4612	424-	K9 V 	Dinderi	Immiislu	Kegu	Ekhegu	5	0	1	1	-3	-3	-2	1	0	2	8	 6.00 	 0.10 	0	 1 	 5 	0	-2						
Milieu 0	Anta	0133	Erpaaguka	C545000-7		Di 			{ -2 }	(501-3)	[1028]				601	ImDa	F6 V M9 V 	2	H	13	0	5	3	5	4	5	0	0	0	7	6	0	1	C	1475																										Di 				B									Anta 4713	545-	F6 V M9 V 	Shenirlar	Erpaaguka	Idiigar	Diigar	5	0	1	1	-3	-3	-2	1	0	2	8	 6.00 	 0.10 	0	 1 	 5 	0	-2						
Milieu 0	Anta	0134	Kidragim	D645000-A		Di 			{ -1 }	(B04-1)	[4028]				304	ImDa	F6 V 	1	L	8	0	3	4	6	4	5	0	0	0	10	3	0	4	D	1484																										Di 				B									Anta 4722	645-	F6 V 	Mi	Kidragim	Uhid	Dunkhid	B	0	4	4	-1	-1	-1	4	0	2	8	 3.00 	 0.10 	0	 0 	 3 	0	-1						
Milieu 0	Anta	0135	Edashashek	E574000-A		Di 			{ -1 }	(802-5)	[2028]				802	ImDa	K2 V M2 V 	2	L	11	0	0	5	5	7	4	0	0	0	10	8	0	2	E	1486																										Di 				B									Anta 4724	574-	K2 V M2 V 	Girgaka	Edashashek	Ganba	Ganba	8	0	2	2	-5	-5	-1	2	0	2	8	 8.00 	 0.10 	0	 1 	 7 	0	-1						
Milieu 0	Anta	0203	Mimdi	F554000-A		Di 			{ -1 }	(501-5)	[1028]				200	ImDa	K0 V 	1	P	15	0	1	6	5	5	4	0	0	0	10	2	0	0	F	1534																										Di 				B									Anta 4772	554-	K0 V 	Cane	Mimdi	Mmgapkas	Amgapkas	5	0	1	1	-5	-5	-1	1	0	2	8	 2.00 	 0.10 	0	 0 	 2 	0	-1						
Milieu 0	Anta	0204	Nasagsarni	B000000-7	As Va 	Di 			{ -1 }	(C05-1)	[3028]				323	ImDa	M0 V 	1	P	10	0	9	2	0	0	0	0	0	0	7	3	2	3	B	1812		As 															Va 									Di 				B									Anta 5050	000-	M0 V 	Utenowhu	Nasagsarni	Iaki	Binaki	C	0	5	5	-1	-1	-1	3	0	2	8	 3.00 	 0.90 	0	 3 	 0 	0	-1						
Milieu 0	Anta	0206	Dukhi	C646000-8		Di 			{ -2 }	(803-4)	[1028]				302	ImDa	G4 V 	1	P	10	0	5	3	6	4	6	0	0	0	8	3	0	2	C	1822																										Di 				B									Anta 5060	646-	G4 V 	Amam	Dukhi	Drkir	Durkirsergin	8	0	3	3	-4	-4	-2	1	0	2	8	 3.00 	 0.10 	0	 0 	 3 	0	-2						
Milieu 0	Anta	0207	Limupkhashka	D549000-9		Di 			{ -2 }	(902-5)	[1028]				612	ImDa	F6 V M4 V 	2	P	15	0	4	4	5	4	9	0	0	0	9	6	1	2	D	1846																										Di 				B									Anta 5084	549-	F6 V M4 V 	Urlulimiim	Limupkhashka	Aligkuks	Anligkukshur	9	0	2	2	-5	-5	-2	1	0	2	8	 6.00 	 0.10 	0	 1 	 5 	0	-2						
Milieu 0	Anta	0210	Kakuukudi	C544000-9		Di 			{ -1 }	(906-2)	[1028]				302	ImDa	K8 V M4 V 	2	P	15	0	5	3	5	4	4	0	0	0	9	3	0	2	C	1847																										Di 				B									Anta 5085	544-	K8 V M4 V 	Kakuukudi	Kakuukudi	Sdimnirg	Sidimnirgar	9	0	6	6	-2	-2	-1	1	0	2	8	 3.00 	 0.10 	0	 0 	 3 	0	-1						
Milieu 0	Anta	0211	Ashmashushi	E423000-9	Po 	Di 			{ -2 }	(801-3)	[6028]				000	ImDa	M1 V 	1	P	10	0	2	5	4	2	3	0	0	0	9	0	0	0	E	1900														Po 												Di 				B									Anta 5138	423-	M1 V 	Gyogi	Ashmashushi	Sgiimn	Sugiimnagsha	8	0	1	1	-3	-3	-2	6	0	2	8	 -   	 0.10 	0	 -   	 -   	0	-2						
Milieu 0	Anta	0213	Kagshagkaa	F544000-8		Di 			{ -3 }	(301-5)	[1028]				303	ImDa	G5 V 	1	D	12	0	1	6	5	4	4	0	0	0	8	3	0	3	F	2063																										Di 				B									Anta 5301	544-	G5 V 	Kumirnikur	Kagshagkaa	Agshagkaa	Kagshagkaa	3	0	1	1	-5	-5	-3	1	0	2	8	 3.00 	 0.10 	0	 0 	 3 	0	-3						
Milieu 0	Anta	0216	Giga	C792000-9	He 	Di 			{ -1 }	(B05-1)	[3028]				704	ImDa	M0 V	1	L	7	0	5	3	7	9	2	0	0	0	9	7	0	4	C	2091						He 																				Di 				B									Anta 5329	792-	M0 V	Sishdamar	Giga	Hiluka	Shiluka	B	0	5	5	-1	-1	-1	3	0	2	8	 7.00 	 0.10 	0	 1 	 6 	0	-1						
Milieu 0	Anta	0220	Gurshur	B423000-A	Po 	Di 			{ 1 }	(C05+3)	[7028]				714	ImDa	M1 V 	1	P	14	0	9	2	4	2	3	0	0	0	10	7	1	4	B	2107														Po 												Di 				B									Anta 5345	423-	M1 V 	Drim	Gurshur	Uagam	Dugugagam	C	0	5	5	+3	3	+1	7	0	2	8	 7.00 	 0.10 	0	 1 	 6 	0	1						
Milieu 0	Anta	0223	Ikhimmukir	C424000-7		Di 			{ -2 }	(605-2)	[1028]				200	ImDa	K1 V 	1	P	10	0	7	3	4	2	4	0	0	0	7	2	0	0	C	2150																										Di 				B									Anta 5388	424-	K1 V 	Gaecio	Ikhimmukir	Hshankasha	Shankasha	6	0	5	5	-2	-2	-2	1	0	2	8	 2.00 	 0.10 	0	 0 	 2 	0	-2						
Milieu 0	Anta	0224	Usum	B200000-8	Va 	Di 			{ -1 }	(801-3)	[1028]				012	ImDa	M1 V M9 V 	2	P	13	0	9	2	2	0	0	0	0	0	8	0	1	2	B	2197																	Va 									Di 				B									Anta 5435	200-	M1 V M9 V 	Ry	Usum	Kgikur	Kigikurkhu	8	0	1	1	-3	-3	-1	1	0	2	8	 -   	 0.90 	0	 -   	 -   	0	-1						
Milieu 0	Anta	0225	Pushurkeke	F553000-7	Po 	Di 			{ -3 }	(601-2)	[5028]				813	ImDa	G0 V M5 V 	2	P	11	0	2	6	5	5	3	0	0	0	7	8	1	3	F	2252														Po 												Di 				B									Anta 5490	553-	G0 V M5 V 	Fo	Pushurkeke	Hamkunir	Shamkunir	6	0	1	1	-2	-2	-3	5	0	2	8	 8.00 	 0.10 	0	 1 	 7 	0	-3						
Milieu 0	Anta	0227	Dazibaka	F100000-A	Va 	Di 			{ -1 }	(B02-5)	[1028]				813	ImDa	M3 V 	1	P	10	0	3	6	1	0	0	0	0	0	10	8	1	3	F	2301																	Va 									Di 				B									Anta 5539	100-	M3 V 	Kiida	Dazibaka	Urpaakhar	Sugarpaakhar	B	0	2	2	-5	-5	-1	1	0	2	8	 8.00 	 0.90 	0	 7 	 1 	0	-1						
Milieu 0	Anta	0231	Dikashmaker	D428000-A		Di 			{ -1 }	(904-4)	[1028]				602	ImDa	M2 V 	1	P	11	0	5	4	4	2	8	0	0	0	10	6	0	2	D	2358																										Di 				B									Anta 5596	428-	M2 V 	Ukam	Dikashmaker	Ioarime	Dikashmaker	9	0	4	4	-4	-4	-1	1	0	2	8	 6.00 	 0.10 	0	 1 	 5 	0	-1						
Milieu 0	Anta	0235	Shuushiima	D432000-7	Po 	Di 			{ -3 }	(802-2)	[6028]				113	ImDa	M3 V 	1	P	5	0	4	4	4	3	2	0	0	0	7	1	1	3	D	2400														Po 												Di 				B									Anta 5638	432-	M3 V 	Pomstedonn	Shuushiima	Anarshiim	Arnarshiimma	8	0	2	2	-2	-2	-3	6	0	2	8	 1.00 	 0.10 	0	 0 	 1 	1	-3						
Milieu 0	Anta	0236	Gaka	F563000-A		Di 			{ -1 }	(901-5)	[1028]				812	ImDa	K8 V 	1	P	13	0	2	6	5	6	3	0	0	0	10	8	1	2	F	2409																										Di 				B									Anta 5647	563-	K8 V 	Irke	Gaka	Ndakhamdi	Nidakhamdish	9	0	1	1	-5	-5	-1	1	0	2	8	 8.00 	 0.10 	0	 1 	 7 	0	-1						
Milieu 0	Anta	0237	Ginmii	B548000-A		Di 			{ 1 }	(701+1)	[1028]				104	ImDa	G8 V M7 V 	2	L	9	0	7	2	5	4	8	0	0	0	10	1	0	4	B	2484																										Di 				B									Anta 5722	548-	G8 V M7 V 	Kedim	Ginmii	Lmukig	Lamukigar	7	0	1	1	+1	1	+1	1	0	2	8	 1.00 	 0.10 	0	 0 	 1 	0	1						
Milieu 0	Anta	0239	Ursharkaaki	B421000-9	He Po 	Di 			{ 0 }	(A05-1)	[3028]				421	ImDa	K8 V	1	D	11	0	10	2	4	2	1	0	0	0	9	4	2	1	B	2562						He 								Po 												Di 				B									Anta 5800	421-	K8 V	Kaybie	Ursharkaaki	Gage	Iglage	A	0	5	5	-1	-1	+0	3	0	2	8	 4.00 	 0.10 	0	 0 	 4 	0	0						
Milieu 0	Anta	0302	Kagashaker	E434000-9		Di 			{ -2 }	(C01-5)	[1028]				814	ImDa	M0 V 	1	L	10	0	3	5	4	3	4	0	0	0	9	8	1	4	E	2583																										Di 				B									Anta 5821	434-	M0 V 	Algazel	Kagashaker	Drmuudam	Darmuudamir	C	0	1	1	-5	-5	-2	1	0	2	8	 8.00 	 0.10 	0	 1 	 7 	0	-2						
Milieu 0	Anta	0304	Lunilii	C586000-9		Di 			{ -1 }	(B06-2)	[1028]				013	ImDa	K1 V M6 V 	2	L	9	0	5	3	5	8	6	0	0	0	9	0	1	3	C	2590																										Di 				B									Anta 5828	586-	K1 V M6 V 	Ilesgi	Lunilii	Hshmugkigam	Shishmugkigam	B	0	6	6	-2	-2	-1	1	0	2	8	 -   	 0.10 	0	 -   	 -   	0	-1						
Milieu 0	Anta	0307	Shush	C672000-6	He 	Di 			{ -2 }	(901-5)	[1028]				513	ImDa	M3 V M9 V 	2	P	8	0	6	3	6	7	2	0	0	0	6	5	1	3	C	2603						He 																				Di 				B									Anta 5841	672-	M3 V M9 V 	Deremed	Shush	Koueaglai	Khagi	9	0	1	1	-5	-5	-2	1	0	2	8	 5.00 	 0.10 	0	 1 	 5 	0	-2						
Milieu 0	Anta	0309	Gugishkamluur	D8D3000-A		Di 			{ -1 }	(C03+1)	[8028]				604	ImDa	M1 V M8 V 	2	P	11	0	3	4	8	13	3	0	0	0	10	6	0	4	D	2609																										Di 				B									Anta 5847	8D3-	M1 V M8 V 	Moje	Gugishkamluur	Ehirga	Kekhirga	C	0	3	3	+1	1	-1	8	0	2	8	 6.00 	 0.10 	0	 1 	 5 	0	-1						
Milieu 0	Anta	0310	Basir	C430000-A	De Po 	Di 			{ 0 }	(A05-1)	[3028]				503	ImDa	K2 IV 	1	P	15	0	7	3	4	3	0	0	0	0	10	5	0	3	C	2654				De 										Po 												Di 				B									Anta 5892	430-	K2 IV 	Norr	Basir	Ralar	Urkaalar	A	0	5	5	-1	-1	+0	3	0	2	8	 5.00 	 0.10 	0	 1 	 5 	0	0						
Milieu 0	Anta	0312	Lirgii	D655000-A	Ga 	Di 			{ -1 }	(B03+1)	[7028]				403	ImDa	F8 V M0 V 	2	H	12	0	2	4	6	5	5	0	0	0	10	4	0	3	D	2674															Ga 											Di 				B									Anta 5912	655-	F8 V M0 V 	Geinkar	Lirgii	Ihkhardik	Ishkhardikun	B	0	3	3	+1	1	-1	7	0	2	8	 4.00 	 0.10 	0	 0 	 4 	0	-1						
Milieu 0	Anta	0315	Akurra	D898000-9		Di 			{ -2 }	(A03-1)	[5028]				303	ImDa	F9 V 	1	P	17	0	3	4	8	9	8	0	0	0	9	3	0	3	D	2759																										Di 				B									Anta 5997	898-	F9 V 	Tijrktler	Akurra	Irshiigakash	Nirshiigakash	A	0	3	3	-1	-1	-2	5	0	2	8	 3.00 	 0.10 	0	 0 	 3 	0	-2						
Milieu 0	Anta	0316	Aakakima	C402000-A	Ic Va 	Di 			{ 0 }	(901-3)	[1028]				315	ImDa	F0 III 	1	H	11	0	7	3	4	0	2	0	0	0	10	3	1	5	C	2780								Ic 									Va 									Di 				B									Anta 6018	402-	F0 III 	Wiwuawhi	Aakakima	Ipshiirgan	Iipshiirganka	9	0	1	1	-3	-3	+0	1	0	2	8	 3.00 	 0.90 	0	 3 	 0 	1	0						
